duration,evidence,exit_code,timestamp,cpufreq_before,cpufreq_after,perf:task-clock,perf:context-switches,perf:cpu-migrations,perf:page-faults,perf:cycles,perf:instructions,perf:branches,perf:branch-misses,perf:L1-dcache-loads,perf:L1-dcache-load-misses,perf:LLC-loads,perf:LLC-load-misses
313174276,49954166378,0,1783346327495574164,2500000,2500000,375.871014,0.000000,0.000000,3224.000000,937469953.000000,348670647.000000,87437744.000000,11713261.000000,107026978.000000,28395788.000000,14529155.000000,245555.000000
316962558,49954166378,0,1783346328921821677,2500000,2500000,379.893759,0.000000,0.000000,3224.000000,947504573.000000,348671601.000000,87437940.000000,11784909.000000,107027205.000000,28387529.000000,15057551.000000,246813.000000
314085721,49954166378,0,1783346330388843142,2500000,2500000,376.892571,0.000000,0.000000,3224.000000,940017950.000000,348670124.000000,87437684.000000,11721871.000000,107026858.000000,28393124.000000,14723427.000000,236334.000000
315862976,49954166378,0,1783346331869416216,2500000,2500000,378.776889,0.000000,0.000000,3224.000000,944719310.000000,348668981.000000,87437482.000000,11718931.000000,107026552.000000,28415841.000000,14910378.000000,256016.000000
314486582,49954166378,0,1783346333372225371,2500000,2500000,377.330837,0.000000,0.000000,3224.000000,941112079.000000,348669423.000000,87437553.000000,11721397.000000,107026670.000000,28414941.000000,14779758.000000,242112.000000
315317258,49954166378,0,1783346334967550409,2500000,2500000,378.263344,0.000000,0.000000,3224.000000,943438488.000000,348668984.000000,87437482.000000,11727147.000000,107026540.000000,28394870.000000,14905129.000000,249494.000000
313829517,49954166378,0,1783346336446513030,2500000,2500000,376.461900,0.000000,0.000000,3224.000000,938945626.000000,348670074.000000,87437655.000000,11771538.000000,107026828.000000,28375243.000000,14598792.000000,238344.000000
315270615,49954166378,0,1783346337863552650,2500000,2500000,378.170619,0.000000,0.000000,3224.000000,943206731.000000,348670223.000000,87437722.000000,11765426.000000,107026869.000000,28401390.000000,14742351.000000,243900.000000
314914277,49954166378,0,1783346339302060596,2500000,2500000,377.694243,0.000000,0.000000,3224.000000,942018462.000000,348668606.000000,87437410.000000,11775473.000000,107026456.000000,28400807.000000,14717182.000000,250744.000000
316890042,49954166378,0,1783346340802418334,2500000,2500000,380.053093,0.000000,0.000000,3224.000000,947899866.000000,348668537.000000,87437377.000000,11720815.000000,107026432.000000,28424724.000000,15205803.000000,245424.000000
313525385,49954166378,0,1783346342294778304,2500000,2500000,376.126034,0.000000,0.000000,3224.000000,938105661.000000,348670760.000000,87437728.000000,11772015.000000,107026940.000000,28370239.000000,14480686.000000,249511.000000
314650902,49954166378,0,1783346343769053992,2500000,2500000,377.360701,0.000000,0.000000,3224.000000,941186479.000000,348669731.000000,87437589.000000,11766259.000000,107026722.000000,28385593.000000,14588391.000000,245799.000000
314366228,49954166378,0,1783346345230161691,2500000,2500000,377.204904,0.000000,0.000000,3224.000000,940797731.000000,348670318.000000,87437710.000000,11762986.000000,107026887.000000,28392749.000000,14670212.000000,244932.000000
315044470,49954166378,0,1783346346728354512,2500000,2500000,377.805328,0.000000,0.000000,3224.000000,942296007.000000,348669513.000000,87437578.000000,11791073.000000,107026662.000000,28376849.000000,14713044.000000,251114.000000
312502046,49954166378,0,1783346348203850222,2500000,2500000,375.117671,0.000000,0.000000,3224.000000,935590010.000000,348670296.000000,87437683.000000,11720508.000000,107026828.000000,28376350.000000,14481677.000000,233327.000000
316626231,49954166378,0,1783346349668930996,2500000,2500000,379.669009,0.000000,0.000000,3224.000000,946942889.000000,348669450.000000,87437573.000000,11741045.000000,107026684.000000,28370585.000000,15083373.000000,252165.000000
