duration,evidence,exit_code,timestamp,cpufreq_before,cpufreq_after,perf:task-clock,perf:context-switches,perf:cpu-migrations,perf:page-faults,perf:cycles,perf:instructions,perf:branches,perf:branch-misses,perf:L1-dcache-loads,perf:L1-dcache-load-misses,perf:LLC-loads,perf:LLC-load-misses
307311762,49954166378,0,1783284662033147131,2500000,2500000,369.359711,0.000000,0.000000,3224.000000,921230432.000000,348669332.000000,87437518.000000,11775973.000000,107026612.000000,28302871.000000,14419022.000000,93513.000000
308436167,49954166378,0,1783284662920981934,2500000,2500000,370.607367,0.000000,0.000000,3224.000000,924342536.000000,348671792.000000,87437909.000000,11807133.000000,107027220.000000,28304549.000000,14543270.000000,86615.000000
307556352,49954166378,0,1783284663817202842,2500000,2500000,369.608749,0.000000,0.000000,3224.000000,921850590.000000,348671366.000000,87437861.000000,11725417.000000,107027100.000000,28324188.000000,14586455.000000,88902.000000
307587472,49954166378,0,1783284664728284892,2500000,2500000,369.689380,0.000000,0.000000,3224.000000,922052757.000000,348670307.000000,87437718.000000,11731693.000000,107026865.000000,28333956.000000,14511250.000000,83929.000000
308920803,49954166378,0,1783284665601573139,2500000,2500000,371.097096,0.000000,0.000000,3224.000000,925564628.000000,348670466.000000,87437692.000000,11737915.000000,107026912.000000,28338890.000000,14642285.000000,95856.000000
308488288,49954166378,0,1783284666513541812,2500000,2500000,370.645865,0.000000,0.000000,3224.000000,924435403.000000,348670556.000000,87437785.000000,11779357.000000,107026959.000000,28315387.000000,14578065.000000,89073.000000
310733455,49954166378,0,1783284667405113548,2500000,2500000,373.066821,0.000000,0.000000,3224.000000,930477014.000000,348669914.000000,87437579.000000,11779708.000000,107026779.000000,28350638.000000,14974448.000000,93644.000000
308005568,49954166378,0,1783284668300412701,2500000,2500000,370.122323,0.000000,0.000000,3224.000000,923133905.000000,348672378.000000,87438043.000000,11732155.000000,107027357.000000,28328925.000000,14538241.000000,93032.000000
308518591,49954166378,0,1783284669192991206,2500000,2500000,370.583462,0.000000,0.000000,3224.000000,924282224.000000,348670436.000000,87437741.000000,11799449.000000,107026858.000000,28310749.000000,14558121.000000,94890.000000
309338168,49954166378,0,1783284670100337465,2500000,2500000,371.572940,0.000000,0.000000,3224.000000,926750767.000000,348672782.000000,87438127.000000,11811881.000000,107027431.000000,28314900.000000,14653209.000000,88487.000000
307795497,49954166378,0,1783284670996670698,2500000,2500000,369.855141,0.000000,0.000000,3224.000000,922467107.000000,348673511.000000,87438349.000000,11729985.000000,107027657.000000,28325603.000000,14595335.000000,91892.000000
309162449,49954166378,0,1783284671931304754,2500000,2500000,371.472748,0.000000,0.000000,3224.000000,926501796.000000,348672830.000000,87438083.000000,11744186.000000,107027431.000000,28343966.000000,14881262.000000,87578.000000
308038874,49954166378,0,1783284672821453979,2500000,2500000,370.189711,0.000000,0.000000,3224.000000,923299171.000000,348672581.000000,87438081.000000,11774187.000000,107027358.000000,28320908.000000,14597338.000000,87993.000000
306959171,49954166378,0,1783284673743215133,2500000,2500000,369.027451,0.000000,0.000000,3224.000000,920402943.000000,348671734.000000,87437950.000000,11730741.000000,107027208.000000,28318307.000000,14390925.000000,91037.000000
307345499,49954166378,0,1783284674627599532,2500000,2500000,369.374147,0.000000,0.000000,3224.000000,921266865.000000,348670915.000000,87437770.000000,11728283.000000,107026942.000000,28304794.000000,14465983.000000,95635.000000
309349656,49954166378,0,1783284675536207750,2500000,2500000,371.630576,0.000000,0.000000,3224.000000,926893100.000000,348672133.000000,87438065.000000,11736501.000000,107027291.000000,28343634.000000,14928314.000000,85829.000000
307332377,49954166378,0,1783284676417299340,2500000,2500000,369.338628,0.000000,0.000000,3224.000000,921177558.000000,348672455.000000,87438081.000000,11751408.000000,107027335.000000,28315994.000000,14446803.000000,92529.000000
307548930,49954166378,0,1783284677312532804,2500000,2500000,369.587747,0.000000,0.000000,3224.000000,921799765.000000,348670652.000000,87437759.000000,11735510.000000,107026892.000000,28334716.000000,14483502.000000,86181.000000
302372396,49954166378,0,1783284678199619203,2500000,2500000,363.818364,1.000000,0.000000,3225.000000,907346008.000000,348681360.000000,87440064.000000,11743850.000000,107029871.000000,30133558.000000,14973574.000000,54446.000000
309751031,49954166378,0,1783284679113552093,2500000,2500000,372.008965,0.000000,0.000000,3224.000000,927837446.000000,348669263.000000,87437514.000000,11721702.000000,107026702.000000,28348287.000000,14531676.000000,150214.000000
312349378,49954166378,0,1783284679971081597,2500000,2500000,374.866459,0.000000,0.000000,3224.000000,934964460.000000,348670333.000000,87437719.000000,11787530.000000,107026927.000000,28353623.000000,14806481.000000,163442.000000
310859891,49954166378,0,1783284680873929043,2500000,2500000,373.223510,0.000000,0.000000,3224.000000,930868098.000000,348669351.000000,87437474.000000,11758141.000000,107026658.000000,28342581.000000,14714121.000000,144152.000000
310742185,49954166378,0,1783284681764812479,2500000,2500000,373.090490,0.000000,0.000000,3224.000000,930534297.000000,348831587.000000,87470725.000000,11757519.000000,107061912.000000,28342308.000000,14596139.000000,162518.000000
311603726,49954166378,0,1783284682682623372,2500000,2500000,374.146244,0.000000,0.000000,3224.000000,933167020.000000,348670614.000000,87437712.000000,11729952.000000,107027065.000000,28312227.000000,14963323.000000,142508.000000
312010477,49954166378,0,1783284683578140731,2500000,2500000,374.460775,0.000000,0.000000,3224.000000,933953394.000000,348670901.000000,87437754.000000,11737347.000000,107027056.000000,28358913.000000,14797683.000000,168341.000000
311265490,49954166378,0,1783284684492982726,2500000,2500000,373.808979,0.000000,0.000000,3224.000000,932327422.000000,348669996.000000,87437628.000000,11760024.000000,107026842.000000,28353251.000000,14725373.000000,145268.000000
312540998,49954166378,0,1783284685382189964,2500000,2500000,375.118822,0.000000,0.000000,3224.000000,935592849.000000,348671705.000000,87437878.000000,11773729.000000,107027242.000000,28369531.000000,14914965.000000,159359.000000
309656824,49954166378,0,1783284686291034250,2500000,2500000,371.879385,0.000000,0.000000,3224.000000,927514405.000000,348670249.000000,87437685.000000,11758497.000000,107026937.000000,28341849.000000,14381599.000000,149105.000000
310921793,49954166378,0,1783284687177373639,2500000,2500000,373.318201,0.000000,0.000000,3224.000000,931102299.000000,348669206.000000,87437459.000000,11724636.000000,107026621.000000,28349454.000000,14682399.000000,161727.000000
310673810,49954166378,0,1783284688098609105,2500000,2500000,373.107886,0.000000,0.000000,3224.000000,930575722.000000,348670258.000000,87437684.000000,11760161.000000,107026938.000000,28287458.000000,14711305.000000,148191.000000
311842099,49954166378,0,1783284688994757407,2500000,2500000,374.263113,0.000000,0.000000,3224.000000,933460722.000000,348669516.000000,87437545.000000,11771149.000000,107026752.000000,28336494.000000,14703983.000000,169319.000000
311699915,49954166378,0,1783284689929872008,2500000,2500000,374.186794,0.000000,0.000000,3224.000000,933270395.000000,348669618.000000,87437577.000000,11769474.000000,107026770.000000,28299599.000000,14709813.000000,155864.000000
310934185,49954166378,0,1783284690831098213,2500000,2500000,373.237573,0.000000,0.000000,3224.000000,930902562.000000,348670139.000000,87437690.000000,11753559.000000,107026922.000000,28346665.000000,14608578.000000,162931.000000
