duration,evidence,exit_code,timestamp,cpufreq_before,cpufreq_after,perf:cycles,perf:context-switches,perf:cpu-migrations,perf:page-faults,perf:cache-misses,perf:l2_rqsts.all_demand_miss,perf:L1-dcache-misses
315982288,49954166378,0,1783269674009335900,2500000,2500000,945247388.000000,0.000000,0.000000,3224.000000,1552710.000000,15240981.000000,28387245.000000
315312105,49954166378,0,1783269674716181590,2500000,2500000,943454309.000000,0.000000,0.000000,3224.000000,1500761.000000,15244980.000000,28389345.000000
315091112,49954166378,0,1783269675401016367,2500000,2500000,942799240.000000,0.000000,0.000000,3224.000000,1578044.000000,15119846.000000,28386396.000000
314056172,49954166378,0,1783269676140828951,2500000,2500000,939920684.000000,0.000000,0.000000,3224.000000,1501201.000000,15076082.000000,28390852.000000
315002936,49954166378,0,1783269676820216147,2500000,2500000,942268840.000000,0.000000,0.000000,3224.000000,1575242.000000,15053556.000000,28370111.000000
313304612,49954166378,0,1783269677501063015,2500000,2500000,937638599.000000,0.000000,0.000000,3224.000000,1518996.000000,14906286.000000,28373241.000000
314408780,49954166378,0,1783269678183108990,2500000,2500000,940691418.000000,0.000000,0.000000,3224.000000,1514012.000000,15048351.000000,28351747.000000
313528495,49954166378,0,1783269678934478145,2500000,2500000,938182027.000000,0.000000,0.000000,3224.000000,1506977.000000,14865162.000000,28362269.000000
316956547,49954166378,0,1783269679614256372,2500000,2500000,947883768.000000,0.000000,0.000000,3224.000000,1541118.000000,15393984.000000,28383056.000000
314382551,49954166378,0,1783269680389613779,2500000,2500000,940825856.000000,0.000000,0.000000,3224.000000,1510782.000000,15039272.000000,28360058.000000
315975195,49954166378,0,1783269681070482481,2500000,2500000,945270137.000000,0.000000,0.000000,3224.000000,1569537.000000,15247657.000000,28393991.000000
315681545,49954166378,0,1783269681750768861,2500000,2500000,944232583.000000,0.000000,0.000000,3224.000000,1516286.000000,15374976.000000,28368784.000000
313608130,49954166378,0,1783269682446972185,2500000,2500000,938502782.000000,0.000000,0.000000,3224.000000,1526269.000000,14927486.000000,28376844.000000
314927551,49954166378,0,1783269683179074106,2500000,2500000,942197122.000000,0.000000,0.000000,3224.000000,1496348.000000,15104591.000000,28371437.000000
315294156,49954166378,0,1783269683861711420,2500000,2500000,943359719.000000,0.000000,0.000000,3224.000000,1568284.000000,15186523.000000,28411436.000000
315111286,49954166378,0,1783269684579038968,2500000,2500000,942729788.000000,0.000000,0.000000,3224.000000,1505450.000000,15264762.000000,28405472.000000
315564966,49954166378,0,1783269685256009636,2500000,2500000,944155205.000000,0.000000,0.000000,3224.000000,1539976.000000,15278954.000000,28421127.000000
316645122,49954166378,0,1783269685939914821,2500000,2500000,947203081.000000,0.000000,0.000000,3224.000000,1485646.000000,15539914.000000,28420368.000000
317995610,49954166378,0,1783269686631753125,2500000,2500000,950746312.000000,0.000000,0.000000,3224.000000,1576548.000000,15539430.000000,28412097.000000
316481461,49954166378,0,1783269687323661130,2500000,2500000,946945384.000000,0.000000,0.000000,3224.000000,1481441.000000,15552495.000000,28405532.000000
316022459,49954166378,0,1783269688006501151,2500000,2500000,945685234.000000,0.000000,0.000000,3224.000000,1572277.000000,15350736.000000,28386954.000000
315951200,49954166378,0,1783269688689303333,2500000,2500000,945354916.000000,0.000000,0.000000,3224.000000,1532648.000000,15358310.000000,28394642.000000
315952519,49954166378,0,1783269689377706998,2500000,2500000,945127669.000000,0.000000,0.000000,3224.000000,1546792.000000,15215287.000000,28395374.000000
313469181,49954166378,0,1783269690060914008,2500000,2500000,938018766.000000,0.000000,0.000000,3224.000000,1496026.000000,14889138.000000,28362339.000000
315100206,49954166378,0,1783269690739575480,2500000,2500000,942713546.000000,0.000000,0.000000,3224.000000,1538302.000000,15120472.000000,28376142.000000
314140832,49954166378,0,1783269691463089573,2500000,2500000,940116469.000000,0.000000,0.000000,3224.000000,1490262.000000,15028156.000000,28372037.000000
310007792,49954166378,0,1783269692160640894,2500000,2500000,928093234.000000,1.000000,0.000000,3225.000000,1379805.000000,15377197.000000,29522181.000000
315374828,49954166378,0,1783269692915050018,2500000,2500000,943713438.000000,0.000000,0.000000,3224.000000,1453789.000000,15391195.000000,28406055.000000
313936485,49954166378,0,1783269693647911780,2500000,2500000,939678356.000000,0.000000,0.000000,3224.000000,1600144.000000,14898551.000000,28405126.000000
315006510,49954166378,0,1783269694406860483,2500000,2500000,942476295.000000,0.000000,0.000000,3224.000000,1468638.000000,15202646.000000,28381542.000000
312954875,49954166378,0,1783269695112859615,2500000,2500000,936953860.000000,0.000000,0.000000,3224.000000,1574238.000000,14769011.000000,28393996.000000
314617805,49954166378,0,1783269695808100120,2500000,2500000,941966842.000000,0.000000,0.000000,3224.000000,1475269.000000,15219863.000000,28419738.000000
313076844,49954166378,0,1783269696513870296,2500000,2500000,938135788.000000,0.000000,0.000000,3224.000000,1557315.000000,14857081.000000,28386484.000000
315776351,49954166378,0,1783269697234198502,2500000,2500000,944883439.000000,0.000000,0.000000,3224.000000,1521303.000000,15308203.000000,28380741.000000
312942627,49954166378,0,1783269697972083874,2500000,2500000,936812987.000000,0.000000,0.000000,3224.000000,1561480.000000,14779882.000000,28387115.000000
314591293,49954166378,0,1783269698670100172,2500000,2500000,941457252.000000,0.000000,0.000000,3224.000000,1530591.000000,15121603.000000,28412128.000000
315616984,49954166378,0,1783269699404611542,2500000,2500000,944093479.000000,0.000000,0.000000,3224.000000,1575884.000000,15118180.000000,28387710.000000
314023893,49954166378,0,1783269700114267408,2500000,2500000,939772816.000000,0.000000,0.000000,3224.000000,1507570.000000,14943679.000000,28354587.000000
314047808,49954166378,0,1783269700800039403,2500000,2500000,939656261.000000,0.000000,0.000000,3224.000000,1525090.000000,14911300.000000,28373539.000000
315108168,49954166378,0,1783269701489820575,2500000,2500000,942949688.000000,0.000000,0.000000,3224.000000,1543091.000000,15191379.000000,28410935.000000
314290471,49954166378,0,1783269702216889035,2500000,2500000,938396657.000000,1.000000,0.000000,3225.000000,1560667.000000,14929398.000000,28467173.000000
311636883,49954166378,0,1783269702940619774,2500000,2500000,933294497.000000,0.000000,0.000000,3224.000000,1363367.000000,14843045.000000,28364235.000000
317851712,49954166378,0,1783269703618566206,2500000,2500000,950259755.000000,0.000000,0.000000,3224.000000,1593327.000000,15506854.000000,28419398.000000
311835410,49954166378,0,1783269704314676828,2500000,2500000,933758030.000000,0.000000,0.000000,3224.000000,1404100.000000,14850689.000000,28369274.000000
314729271,49954166378,0,1783269705188453156,2500000,2500000,941773264.000000,0.000000,0.000000,3224.000000,1557724.000000,15125297.000000,28412071.000000
314972017,49954166378,0,1783269706205066316,2500000,2500000,943043728.000000,0.000000,0.000000,3224.000000,1369042.000000,15411754.000000,28407597.000000
317997651,49954166378,0,1783269707001790844,2500000,2500000,951034219.000000,0.000000,0.000000,3224.000000,1545186.000000,15714225.000000,28418428.000000
313167528,49954166378,0,1783269707768197892,2500000,2500000,937825468.000000,0.000000,0.000000,3224.000000,1422264.000000,15049453.000000,28392354.000000
314033526,49954166378,0,1783269708825038960,2500000,2500000,939789871.000000,0.000000,0.000000,3224.000000,1567682.000000,14941715.000000,28374928.000000
313073335,49954166378,0,1783269709595594070,2500000,2500000,937469983.000000,0.000000,0.000000,3224.000000,1392179.000000,15038479.000000,28379482.000000
315530482,49954166378,0,1783269710280985320,2500000,2500000,943824611.000000,0.000000,0.000000,3224.000000,1543968.000000,15157808.000000,28394013.000000
312080925,49954166378,0,1783269711271868025,2500000,2500000,934507288.000000,0.000000,0.000000,3224.000000,1402633.000000,14891357.000000,28383662.000000
314363295,49954166378,0,1783269712001474244,2500000,2500000,940861637.000000,0.000000,0.000000,3224.000000,1550833.000000,15034935.000000,28391424.000000
306650626,49954166378,0,1783269712736605428,2500000,2500000,919317034.000000,1.000000,0.000000,3225.000000,1307999.000000,15122382.000000,29841326.000000
313090833,49954166378,0,1783269713457412603,2500000,2500000,937230005.000000,0.000000,0.000000,3224.000000,1433097.000000,14974462.000000,28364049.000000
311074211,49954166378,0,1783269714282362393,2500000,2500000,931547730.000000,0.000000,0.000000,3224.000000,1386910.000000,14739855.000000,28354510.000000
314812702,49954166378,0,1783269715165867284,2500000,2500000,941896245.000000,0.000000,0.000000,3224.000000,1477388.000000,15208665.000000,28388645.000000
315238692,49954166378,0,1783269716274455002,2500000,2500000,943378078.000000,0.000000,0.000000,3224.000000,1428637.000000,15370530.000000,28378924.000000
313166392,49954166378,0,1783269717489613833,2500000,2500000,937491530.000000,0.000000,0.000000,3224.000000,1410430.000000,15053969.000000,28336920.000000
312669558,49954166378,0,1783269718711741170,2500000,2500000,935819705.000000,0.000000,0.000000,3224.000000,1393518.000000,14938971.000000,28376138.000000
314606542,49954166378,0,1783269719928996574,2500000,2500000,941182165.000000,0.000000,0.000000,3224.000000,1446790.000000,15200290.000000,28395950.000000
311917205,49954166378,0,1783269721104550942,2500000,2500000,933966187.000000,0.000000,0.000000,3224.000000,1411015.000000,14816349.000000,28362250.000000
314292544,49954166378,0,1783269722059283265,2500000,2500000,940499944.000000,0.000000,0.000000,3224.000000,1438131.000000,15129448.000000,28362073.000000
312842555,49954166378,0,1783269723073136033,2500000,2500000,936494702.000000,0.000000,0.000000,3224.000000,1383666.000000,15025940.000000,28375584.000000
314779712,49954166378,0,1783269724233205593,2500000,2500000,942035160.000000,0.000000,0.000000,3224.000000,1445978.000000,15213659.000000,28386157.000000
312217304,49954166378,0,1783269725222803149,2500000,2500000,934842660.000000,0.000000,0.000000,3224.000000,1386954.000000,14944078.000000,28391757.000000
314921682,49954166378,0,1783269726129025906,2500000,2500000,942474309.000000,0.000000,0.000000,3224.000000,1407322.000000,15356067.000000,28402929.000000
