cpufreq_before,duration,evidence,cpufreq_after,perf:task-clock,perf:context-switches,perf:cpu-migrations,perf:page-faults,perf:cycles,perf:instructions,perf:branches,perf:branch-misses,perf:L1-dcache-loads,perf:L1-dcache-load-misses,perf:LLC-loads,perf:LLC-load-misses,timestamp,exit_code
2500000,314976552,49954166378,2500000,377.684522,0.000000,0.000000,3224.000000,941984449.000000,348670136.000000,87437644.000000,11757510.000000,107026869.000000,28400046.000000,14737711.000000,236942.000000,1783454546804606172,0
2500000,314943687,49954166378,2500000,377.789421,0.000000,0.000000,3224.000000,942247925.000000,348670350.000000,87437783.000000,11749491.000000,107026969.000000,28396334.000000,14624710.000000,258828.000000,1783454547238279660,0
2500000,313722051,49954166378,2500000,376.340329,0.000000,0.000000,3224.000000,938633342.000000,348669770.000000,87437594.000000,11740593.000000,107026786.000000,28383313.000000,14593670.000000,242831.000000,1783454547671023133,0
2500000,315528220,49954166378,2500000,377.641230,1.000000,0.000000,3225.000000,941850040.000000,348681799.000000,87440118.000000,11763026.000000,107030024.000000,28498718.000000,14758414.000000,260772.000000,1783454548106369047,0
2500000,313158083,49954166378,2500000,375.888798,0.000000,0.000000,3224.000000,937506317.000000,348672093.000000,87438051.000000,11747845.000000,107027406.000000,28375757.000000,14660011.000000,208883.000000,1783454548541315415,0
2500000,313195345,49954166378,2500000,375.904951,0.000000,0.000000,3224.000000,937547256.000000,348769281.000000,87458658.000000,11749002.000000,107048630.000000,28374639.000000,14796737.000000,201675.000000,1783454548971198343,0
2500000,312634216,49954166378,2500000,375.166558,0.000000,0.000000,3224.000000,935705490.000000,348670140.000000,87437660.000000,11755343.000000,107026840.000000,28310462.000000,14592651.000000,214222.000000,1783454549401848721,0
2500000,314275551,49954166378,2500000,377.108546,0.000000,0.000000,3224.000000,940548835.000000,348672033.000000,87438106.000000,11759938.000000,107027378.000000,28377918.000000,14966688.000000,201197.000000,1783454549829653885,0
2500000,312677301,49954166378,2500000,375.268621,0.000000,0.000000,3224.000000,935959832.000000,348671893.000000,87437908.000000,11741112.000000,107027286.000000,28364077.000000,14606811.000000,213590.000000,1783454550260429897,0
2500000,313989035,49954166378,2500000,376.859130,0.000000,0.000000,3224.000000,939926716.000000,348671076.000000,87437836.000000,11767094.000000,107027092.000000,28382326.000000,14808521.000000,204801.000000,1783454550700092574,0
