duration,evidence,exit_code,timestamp,cpufreq_before,cpufreq_after
310558013,49954166378,0,1782965672202163164,2500000,2500000
311787029,49954166378,0,1782965672770551914,2500000,2499997
312002057,49954166378,0,1782965673333755592,2500000,2500000
312528811,49954166378,0,1782965673886303246,2500000,2500000
312843728,49954166378,0,1782965674442301177,2500000,2500000
312399615,49954166378,0,1782965674994735109,2500000,2499997
313336817,49954166378,0,1782965675556369846,2500000,2499997
311604091,49954166378,0,1782965676122316439,2500000,2500001
313118333,49954166378,0,1782965676675324884,2500000,2499998
315140774,49954166378,0,1782965677240780227,2500000,2499998
312242211,49954166378,0,1782965677789687048,2500000,2499998
310769763,49954166378,0,1782965678331756873,2500000,2499998
313299933,49954166378,0,1782965678885470419,2500000,2500000
311595775,49954166378,0,1782965679441272457,2500000,2500000
306756652,49954166378,0,1782965679994544956,2500000,2499999
313238848,49954166378,0,1782965680532440175,2500000,2500000
313721000,49954166378,0,1782965681096116478,2500000,2500001
310892671,49954166378,0,1782965681648978617,2500000,2500000
310316462,49954166378,0,1782965682192118712,2500000,2500000
309488797,49954166378,0,1782965682742643172,2500000,2499997
311330790,49954166378,0,1782965683294095944,2500000,2499997
310284537,49954166378,0,1782965683859830719,2500000,2500000
311157704,49954166378,0,1782965684414067063,2500000,2500001
312280237,49954166378,0,1782965684978990086,2500000,2499999
311893888,49954166378,0,1782965685530949329,2500000,2499997
310772305,49954166378,0,1782965686088661406,2500000,2499999
311473489,49954166378,0,1782965686641803037,2500000,2499996
312021510,49954166378,0,1782965687192028656,2500000,2500000
311914160,49954166378,0,1782965687744792501,2500000,2499999
315717446,49954166378,0,1782965688295096352,2500000,2499999
314307761,49954166378,0,1782965688855825688,2500000,2500000
309797418,49954166378,0,1782965689399515243,2500000,2499999
313551671,49954166378,0,1782965689950939319,2500000,2500000
312827708,49954166378,0,1782965690510449848,2500000,2499999
309382163,49954166378,0,1782965691065806934,2500000,2499996
309843667,49954166378,0,1782965691622664166,2500000,2499997
311945721,49954166378,0,1782965692184494331,2500000,2499999
310592192,49954166378,0,1782965692738434889,2500000,2500000
311175166,49954166378,0,1782965693293138546,2500000,2499999
311140811,49954166378,0,1782965693850300981,2500000,2499999
312702927,49954166378,0,1782965694415813004,2500000,2499999
313165719,49954166378,0,1782965694975369172,2500000,2500001
310528941,49954166378,0,1782965695532477983,2500000,2499998
311344041,49954166378,0,1782965696084729850,2500000,2499999
312278924,49954166378,0,1782965696637929152,2500000,2499999
314942397,49954166378,0,1782965697204354700,2500000,2499999
313101735,49954166378,0,1782965697763165398,2500000,2499999
313074817,49954166378,0,1782965698318739396,2500000,2500000
311733681,49954166378,0,1782965698878885306,2500000,2499998
310865515,49954166378,0,1782965699435403424,2500000,2500000
312257682,49954166378,0,1782965699983850751,2500000,2499999
306185998,49954166378,0,1782965700530548153,2500000,2500000
312797780,49954166378,0,1782965701074672637,2500000,2499997
311260750,49954166378,0,1782965701633435660,2500000,2499999
311440486,49954166378,0,1782965702188899345,2500000,2500001
310995600,49954166378,0,1782965702742788756,2500000,2500000
313435939,49954166378,0,1782965703298387383,2500000,2500001
326237437,49954166378,0,1782965703854211273,2500000,2499998
311360302,49954166378,0,1782965704421867164,2500000,2499998
312208049,49954166378,0,1782965704991123007,2500000,2499997
312033936,49954166378,0,1782965705545606627,2500000,2500000
313689987,49954166378,0,1782965706100570732,2500000,2500000
311604762,49954166378,0,1782965706673090416,2500000,2499997
311380155,49954166378,0,1782965707257489585,2500000,2499999
313423453,49954166378,0,1782965707807693025,2500000,2499999
