duration,evidence,exit_code,timestamp,cpufreq_before,cpufreq_after
305907543,49954166378,0,1782964146805386900,2500000,2499997
305708230,49954166378,0,1782964147550191707,2500000,2500000
305826227,49954166378,0,1782964148096019957,2500000,2500000
305950901,49954166378,0,1782964148641136022,2500000,2499999
308723042,49954166378,0,1782964149187685679,2500000,2500000
306614629,49954166378,0,1782964149728908423,2500000,2500000
306669272,49954166378,0,1782964150267552276,2500000,2500000
306870837,49954166378,0,1782964150850795313,2500000,2500001
307214289,49954166378,0,1782964151427918994,2500000,2499999
305914878,49954166378,0,1782964152041197253,2500000,2500002
305630592,49954166378,0,1782964152627153665,2500000,2499999
306047538,49954166378,0,1782964153208634028,2500000,2500000
307663885,49954166378,0,1782964153777475436,2500000,2499998
308377664,49954166378,0,1782964154373667190,2500000,2500000
307642714,49954166378,0,1782964154923848773,2500000,2500000
309045543,49954166378,0,1782964155472450250,2500000,2499999
309863462,49954166378,0,1782964156023548631,2500000,2500001
308012185,49954166378,0,1782964156568787800,2500000,2500000
308486630,49954166378,0,1782964157115005782,2500000,2500000
308802255,49954166378,0,1782964157787081592,2500000,2500000
310249683,49954166378,0,1782964158396789562,2500000,2499999
308020224,49954166378,0,1782964159102256144,2500000,2499996
308446146,49954166378,0,1782964159789641838,2500000,2500000
311413242,49954166378,0,1782964160467769036,2500000,2499999
309092383,49954166378,0,1782964161099167909,2500000,2500000
307981592,49954166378,0,1782964161819610100,2500000,2500000
312288893,49954166378,0,1782964162432561016,2500000,2499998
308709677,49954166378,0,1782964163043314892,2500000,2500000
310133253,49954166378,0,1782964163796190527,2500000,2500000
308194068,49954166378,0,1782964164565075403,2500000,2500000
310404296,49954166378,0,1782964165171462284,2500000,2500000
309796501,49954166378,0,1782964165894512758,2500000,2499999
309191199,49954166378,0,1782964166499979115,2500000,2500000
308480913,49954166378,0,1782964167050503587,2500000,2499999
307997349,49954166378,0,1782964167613936377,2500000,2500000
307975202,49954166378,0,1782964168187920544,2500000,2499998
308782324,49954166378,0,1782964168795980829,2500000,2500000
307572728,49954166378,0,1782964169470078836,2500000,2500001
309946503,49954166378,0,1782964170224956148,2500000,2500001
308303248,49954166378,0,1782964171054402486,2500000,2500000
309764883,49954166378,0,1782964171871080712,2500000,2499998
344918268,49954166378,0,1782964172697596286,2500000,2499999
310098360,49954166378,0,1782964173552465964,2500000,2499998
305014095,49954166378,0,1782964174377405789,2500000,2499998
308185056,49954166378,0,1782964175197319539,2500000,2500000
309023407,49954166378,0,1782964175993924608,2500000,2500000
308018819,49954166378,0,1782964176804033402,2500000,2500000
308728276,49954166378,0,1782964177605803514,2500000,2500000
309287109,49954166378,0,1782964178405767615,2500000,2500000
309975894,49954166378,0,1782964179122019653,2500000,2500001
308543805,49954166378,0,1782964179752853811,2500000,2499999
309539242,49954166378,0,1782964180362494482,2500000,2500000
308614619,49954166378,0,1782964180980822382,2500000,2499998
309938341,49954166378,0,1782964181653652162,2500000,2500001
308898561,49954166378,0,1782964182333455680,2500000,2499999
