duration,evidence,exit_code,timestamp,cpufreq_before,cpufreq_after,perf:cycles,perf:context-switches,perf:cpu-migrations,perf:page-faults,perf:cache-misses,perf:l2_rqsts.all_demand_miss,perf:L1-dcache-misses
313288482,49954166378,0,1783119696972040712,2500000,2500006,937141005.000000,1.000000,0.000000,3224.000000,1400508.000000,15057602.000000,28386669.000000
313586004,49954166378,0,1783119698208934567,2500000,2499998,938156179.000000,2.000000,0.000000,3224.000000,1354375.000000,15170479.000000,28390614.000000
312249878,49954166378,0,1783119699443098708,2500000,2500002,934404605.000000,2.000000,0.000000,3224.000000,1380769.000000,14936605.000000,28358173.000000
312582936,49954166378,0,1783119700641120675,2500000,2500004,935528220.000000,2.000000,0.000000,3224.000000,1305012.000000,15088917.000000,28368713.000000
314138144,49954166378,0,1783119701854917908,2500000,2500002,939712463.000000,3.000000,0.000000,3224.000000,1375785.000000,15255118.000000,28393442.000000
314130630,49954166378,0,1783119703133509016,2500000,2500005,939851821.000000,1.000000,0.000000,3224.000000,1311561.000000,15307128.000000,28362897.000000
311773747,49954166378,0,1783119704370185736,2500000,2499998,932577076.000000,3.000000,0.000000,3224.000000,1380717.000000,14815677.000000,28358310.000000
312429373,49954166378,0,1783119705582480364,2500000,2499998,934984201.000000,2.000000,0.000000,3224.000000,1313414.000000,15058151.000000,28371409.000000
313690200,49954166378,0,1783119706806532221,2500000,2500000,938394246.000000,4.000000,0.000000,3224.000000,1355305.000000,15174159.000000,28382619.000000
312905299,49954166378,0,1783119708039390033,2500000,2500005,936158098.000000,2.000000,0.000000,3224.000000,1293677.000000,15174504.000000,28379459.000000
313539738,49954166378,0,1783119709263447311,2500000,2500005,938020142.000000,1.000000,0.000000,3224.000000,1368807.000000,15162897.000000,28378495.000000
313078326,49954166378,0,1783119710470143490,2500000,2500011,936514172.000000,3.000000,0.000000,3224.000000,1350696.000000,15080098.000000,28358946.000000
313305948,49954166378,0,1783119711685473348,2500000,2500001,937426363.000000,2.000000,0.000000,3224.000000,1371573.000000,15149489.000000,28392839.000000
315846137,49954166378,0,1783119712911307460,2500000,2500002,944457454.000000,3.000000,0.000000,3224.000000,1341602.000000,15569083.000000,28414470.000000
314011448,49954166378,0,1783119714118857504,2500000,2499998,939211188.000000,2.000000,0.000000,3224.000000,1380254.000000,15230053.000000,28386053.000000
312633989,49954166378,0,1783119715341917656,2500000,2500003,935717078.000000,1.000000,0.000000,3224.000000,1346653.000000,15032218.000000,28362195.000000
311611121,49954166378,0,1783119716558349598,2500000,2500008,932496603.000000,2.000000,0.000000,3224.000000,1381400.000000,14793205.000000,28357239.000000
317439294,49954166378,0,1783119717786066517,2500000,2499998,948955007.000000,1.000000,0.000000,3224.000000,1372378.000000,15824459.000000,28432733.000000
314624716,49954166378,0,1783119718997653807,2500000,2500002,940973771.000000,3.000000,0.000000,3224.000000,1363250.000000,15376826.000000,28399733.000000
313328961,49954166378,0,1783119720211498118,2500000,2500005,937238047.000000,3.000000,0.000000,3224.000000,1338095.000000,15163984.000000,28379585.000000
313008179,49954166378,0,1783119721438911189,2500000,2499997,936415839.000000,2.000000,0.000000,3224.000000,1399482.000000,15001429.000000,28387762.000000
314687332,49954166378,0,1783119722657197112,2500000,2500001,941079629.000000,2.000000,0.000000,3224.000000,1440066.000000,15179764.000000,28399911.000000
311577482,49954166378,0,1783119723857465949,2500000,2500008,932616048.000000,1.000000,0.000000,3224.000000,1377833.000000,14830556.000000,28366286.000000
311119586,49954166378,0,1783119724978166395,2500000,2499998,931230062.000000,1.000000,0.000000,3224.000000,1321245.000000,14795479.000000,28351015.000000
313163752,49954166378,0,1783119725966857875,2500000,2500001,936949349.000000,0.000000,0.000000,3224.000000,1396565.000000,15040095.000000,28386597.000000
313071207,49954166378,0,1783119726927654152,2500000,2500002,936786091.000000,1.000000,0.000000,3224.000000,1358102.000000,15095840.000000,28368904.000000
313436295,49954166378,0,1783119727910441719,2500000,2499997,937613447.000000,0.000000,0.000000,3224.000000,1363266.000000,15142180.000000,28376879.000000
315535800,49954166378,0,1783119728876297744,2500000,2499997,943639550.000000,0.000000,0.000000,3224.000000,1312302.000000,15642549.000000,28405398.000000
312723579,49954166378,0,1783119729867509877,2500000,2500005,935803936.000000,0.000000,0.000000,3224.000000,1371979.000000,15017931.000000,28364118.000000
312627188,49954166378,0,1783119730829732385,2500000,2499999,935348287.000000,1.000000,0.000000,3224.000000,1329210.000000,15051921.000000,28377436.000000
312371222,49954166378,0,1783119731845709591,2500000,2499999,934689218.000000,0.000000,0.000000,3224.000000,1372559.000000,14933665.000000,28368257.000000
312803462,49954166378,0,1783119732873938793,2500000,2499998,935807154.000000,1.000000,0.000000,3224.000000,1360578.000000,15008315.000000,28386349.000000
312716105,49954166378,0,1783119734009100996,2500000,2500001,935697057.000000,1.000000,0.000000,3224.000000,1397092.000000,14970537.000000,28386751.000000
312440162,49954166378,0,1783119735247192615,2500000,2500002,935016045.000000,1.000000,0.000000,3224.000000,1343098.000000,14986225.000000,28380159.000000
313223720,49954166378,0,1783119736458029681,2500000,2500002,936927498.000000,4.000000,0.000000,3224.000000,1399335.000000,15040485.000000,28391950.000000
314888757,49954166378,0,1783119737684789986,2500000,2499999,941656368.000000,2.000000,0.000000,3224.000000,1337240.000000,15414782.000000,28406227.000000
314695203,49954166378,0,1783119738901664923,2500000,2499998,941209185.000000,2.000000,0.000000,3224.000000,1394021.000000,15323146.000000,28395473.000000
312966928,49954166378,0,1783119740124176628,2500000,2500004,936570763.000000,1.000000,0.000000,3224.000000,1306042.000000,15168920.000000,28376563.000000
313275032,49954166378,0,1783119741312941301,2500000,2500002,937199960.000000,1.000000,0.000000,3224.000000,1383435.000000,15083357.000000,28384261.000000
312626859,49954166378,0,1783119742457964573,2500000,2500000,935498699.000000,2.000000,0.000000,3224.000000,1336316.000000,15091539.000000,28378667.000000
312174108,49954166378,0,1783119743616053563,2500000,2500004,933942812.000000,3.000000,0.000000,3224.000000,1381199.000000,14877741.000000,28367477.000000
311251281,49954166378,0,1783119744744868387,2500000,2499998,931469141.000000,3.000000,0.000000,3224.000000,1331594.000000,14792932.000000,28359146.000000
303030827,49954166378,0,1783119745940398583,2500000,2499996,910695084.000000,2.000000,0.000000,3224.000000,1058386.000000,15243019.000000,30136408.000000
316802993,49954166378,0,1783119747151116680,2500000,2500001,947186376.000000,1.000000,0.000000,3224.000000,1369785.000000,15761062.000000,28424725.000000
312651404,49954166378,0,1783119748375365667,2500000,2499999,935213192.000000,2.000000,0.000000,3224.000000,1378432.000000,14985310.000000,28367324.000000
312258951,49954166378,0,1783119749575437999,2500000,2499996,934357186.000000,2.000000,0.000000,3224.000000,1341548.000000,14969536.000000,28368387.000000
312607660,49954166378,0,1783119750791397187,2500000,2500000,935345394.000000,3.000000,0.000000,3224.000000,1437112.000000,14899972.000000,28377959.000000
314589340,49954166378,0,1783119752020561471,2500000,2500003,940738185.000000,2.000000,0.000000,3224.000000,1360257.000000,15340703.000000,28396488.000000
314048604,49954166378,0,1783119753241885463,2500000,2499959,939416780.000000,2.000000,0.000000,3224.000000,1341314.000000,15320025.000000,28389612.000000
313092429,49954166378,0,1783119754450830095,2500000,2500002,936695633.000000,3.000000,0.000000,3224.000000,1360715.000000,15091590.000000,28392312.000000
311116396,49954166378,0,1783119755662908015,2500000,2499998,930937832.000000,1.000000,0.000000,3224.000000,1354574.000000,14741616.000000,28356361.000000
313499024,49954166378,0,1783119756753409725,2500000,2499998,937857935.000000,2.000000,0.000000,3224.000000,1380136.000000,15097645.000000,28389283.000000
312540825,49954166378,0,1783119757815375241,2500000,2500002,935108393.000000,2.000000,0.000000,3224.000000,1392418.000000,14989922.000000,28327914.000000
312809278,49954166378,0,1783119758883924911,2500000,2500002,935946614.000000,2.000000,0.000000,3224.000000,1346503.000000,15055543.000000,28373539.000000
314137609,49954166378,0,1783119759997309610,2500000,2500002,939129612.000000,2.000000,0.000000,3224.000000,1407340.000000,15205296.000000,28391613.000000
313005696,49954166378,0,1783119761040175813,2500000,2499998,936366241.000000,2.000000,0.000000,3224.000000,1353817.000000,15080025.000000,28366862.000000
313215024,49954166378,0,1783119762079883708,2500000,2500002,936730517.000000,1.000000,0.000000,3224.000000,1414864.000000,15017009.000000,28381426.000000
314898240,49954166378,0,1783119763339475584,2500000,2500001,941678952.000000,2.000000,0.000000,3224.000000,1375907.000000,15401292.000000,28405580.000000
315612777,49954166378,0,1783119764551530531,2500000,2500003,943686712.000000,4.000000,0.000000,3224.000000,1414272.000000,15446823.000000,28409799.000000
317370052,49954166378,0,1783119765776105033,2500000,2500005,948877523.000000,2.000000,0.000000,3224.000000,1360397.000000,15851023.000000,28398844.000000
312690107,49954166378,0,1783119767000444634,2500000,2499997,935286810.000000,2.000000,0.000000,3224.000000,1372454.000000,14994766.000000,28309335.000000
